43224559,160
43224634,90
43224971,160
43225113,191
43225280,32
43225895,67
43226062,75
43226267,69
43226578,73
43226720,70
43226904,78
43227017,84
43227324,75
43227568,77
43227742,32
43228796,82
43228996,69
43229192,72
43229374,67
43229544,70
43229736,32
43229861,160
43230070,71
43230292,74
43230445,72
43230595,78
43230704,70
43230862,75
43230954,70
43231645,160
43231907,191
43232022,32
43232228,71
43232327,72
43232432,66
43232577,67
43232674,74
43232844,84
43233056,76
43233341,66
43233818,89
43234116,90
43234348,190
43234609,67
43235003,77
43235170,32
43235923,82
43236057,32
43236272,82
43236484,74
43236678,85
43236847,74
43237027,72
43237183,78
43237825,84
43238021,32
43238317,67
43238510,75
43238667,69
43238862,73
43238982,70
43239458,78
43239632,84
43239783,75
43239901,84
43241267,81
43241647,160
43241787,191
43241871,32
43242175,67
43242250,74
43242410,85
43242586,75
43242707,70
43242909,67
43243183,89
43243388,83
43244293,219
43244434,32
43244893,67
43245069,32
43245249,82
43245428,74
43245675,76
43245816,84
43246035,82
43246316,67
43246514,74
43247055,86
43247238,32
43248201,88
43248505,84
43248765,67
43249304,78
43249498,66
43249629,32
43249852,66
43249941,32
43250237,85
43250384,70
43250519,72
43251027,70
43252115,89
43252442,78
43252650,66
43252810,72
43253748,69
43253998,190
43256200,160
43256310,191
43256421,32
43257168,88
43257370,78
43257448,74
43257552,32
43257877,90
43258039,32
43258435,67
43258656,70
43259373,86
43259518,32
43259910,68
43260143,83
43260426,71
43260582,74
43260739,75
43260976,89
43261254,90
43262455,190
43262750,32
43263265,222
43263538,78
43263629,74
43263725,32
43264076,80
43264188,70
43264319,76
43264395,70
43264609,89
43264714,66
43264981,84
43266104,160
43266249,191
43266362,32
43266673,188
43266868,84
43267347,80
43267432,32
43267662,71
43267746,74
43267938,86
43268130,74
43268523,79
43270074,66
43270227,32
43270634,66
43270755,32
43271007,71
43271151,74
43271450,76
43271641,67
43271866,82
43272031,70
43272205,80
43272439,74
43272615,82
43272902,32
43273853,66
43274357,80
43274600,68
43274751,89
43275079,84
43276992,32
43277188,66
43277289,32
43277514,188
43277645,70
43277833,75
43277979,75
43278056,32
43278368,80
43278524,70
43278755,32
43279037,76
43279258,70
43279722,89
43279852,89
43280021,83
43280285,81
43280399,32
43280567,78
43280684,84
43281692,67
43281826,78
43281935,32
43282206,71
43282317,74
43282422,82
43282618,70
43282813,80
43283049,83
43283253,68
43283422,70
43283636,84
43283834,78
43284036,32
43284910,66
43285022,86
43285248,84
43285428,89
43285544,89
43285748,74
43285891,32
43286090,86
43286190,74
43286325,84
43286414,32
43286643,80
43286894,89
43287365,70
43287570,89
43287722,66
43288469,84
43288676,32
43288928,71
43289090,72
43289293,84
43289544,76
43289727,86
43289951,84
43290105,78
43290373,70
43291127,111
43291541,78
43291668,84
43291862,86
43292206,83
43292628,191
43293494,13
43294019,13
43294316,160
43294563,86
43294881,74
43295175,66
43295286,32
43295415,74
43295518,78
43295659,68
43295859,84
43296004,78
43297341,83
43297517,32
43298093,89
43298171,70
43298261,32
43298503,76
43298574,70
43298832,89
43298953,89
43299134,74
43299423,84
43299613,32
43300543,80
43301168,70
43301330,76
43301474,70
43301746,89
43301896,66
43302102,84
43302950,32
43303332,90
43303592,68
43303790,75
43303993,90
43304168,190
43304456,78
43304742,67
43305640,90
43305817,32
43306131,72
43306277,84
43306574,80
43306741,69
43306917,75
43307110,77
43307325,78
43307544,70
43307761,78
43308325,70
43309023,86
43309123,66
43310200,32
43310499,86
43310585,74
43310735,84
43311161,81
43311274,32
43311503,67
43311654,74
43311834,188
43311985,67
43312172,78
43312377,68
43312648,84
43312849,89
43312967,89
43313147,74
43313820,81
43314005,32
43315419,72
43315529,70
43315744,188
43315922,74
43316203,78
43316699,83
43316857,32
43317254,66
43317369,32
43317563,89
43317672,84
43317759,32
43317950,67
43318033,74
43318378,76
43318496,84
43318676,72
43319203,186
43319377,70
43320399,78
43320513,32
43320717,71
43320826,74
43321277,76
43321412,67
43321625,82
43321825,70
43322009,80
43322360,74
43323662,82
43323878,32
43324212,66
43324463,75
43324720,66
43324855,32
43325054,71
43325194,74
43325333,86
43325444,74
43325829,79
43326447,66
43326999,32
43327244,67
43327362,74
43327472,32
43327540,67
43327771,78
43328002,74
43328189,72
43328373,74
43328595,89
43328831,83
43329362,191
43329994,32
43330358,160
43330693,90
43331259,32
43331482,71
43331585,72
43331712,66
43332343,86
43332450,74
43332612,84
43333369,8
43333558,8
43333936,8
43334587,67
43334724,74
43334887,84
43335132,76
43335646,66
43335840,89
43336366,90
43336534,190
43336829,67
43337121,77
43337242,32
43338499,82
43338651,32
43338813,82
43338924,74
43339131,76
43339242,84
43339481,82
43339822,67
43340502,69
43340697,32
43341123,88
43341402,84
43341704,67
43341856,78
43342046,66
43342175,32
43342399,160
43342651,71
43342975,74
43343510,72
43343686,78
43343833,70
43344001,75
43344568,70
43344891,32
43345387,66
43345450,32
43345684,85
43345851,70
43346025,72
43346141,70
43346337,89
43346560,78
43346703,66
43346893,72
43347389,69
43347687,190
43349745,32
43350305,88
43350605,84
43350886,67
43350969,78
43351189,89
43351345,74
43351558,67
43351883,78
43352067,77
43352225,32
43352695,71
43352805,72
43352921,66
43353017,32
43353455,68
43353654,83
43353950,71
43354092,74
43354326,75
43355430,89
43355592,84
43355755,89
43355988,66
43356160,66
43356384,32
43357797,80
43357941,70
43358049,76
