32600349,161
32600532,188
32601508,8
32601876,161
32601988,165
32602212,161
32602340,188
32602756,69
32603036,72
32603260,75
32603452,70
32603644,82
32603788,74
32603940,68
32604148,70
32604292,32
32604596,161
32604740,76
32605148,70
32605308,73
32605444,70
32634086,161
32634226,90
32634647,32
32635240,8
32635365,8
32635911,161
32636301,165
32639577,161
32639702,90
32643976,161
32644101,90
32644382,32
32645115,67
32645396,75
32646098,69
32646410,73
32646612,70
32646815,78
32647018,84
32662325,161
32662453,165
32662685,161
32662837,188
32663652,69
32664020,72
32664252,75
32664476,70
32664692,82
32664844,74
32665020,68
32665236,70
32665404,32
32665756,161
32665940,76
32666388,70
32666556,73
32666676,70
32667293,13
32679319,161
32679817,161
32679850,161
32679883,161
32679916,161
32679949,161
32679982,161
32680015,161
32680048,161
32680081,161
32680152,161
32680183,161
32680215,161
32680246,161
32680277,161
32680308,161
32680355,161
32680386,161
32680417,161
32680449,161
32680480,161
32680511,161
32680542,161
32680573,161
32680620,161
32680651,161
32680683,161
32686501,161
32686673,90
32687063,32
32687749,161
32687843,191
32688171,32
32688873,67
32689075,75
32689278,69
32689497,73
32689715,70
32689949,78
32690167,84
32690355,75
32690557,77
32692679,32
32693646,82
32693740,69
32694036,72
32694301,67
32694535,70
32694707,32
32695206,161
32695394,71
32695659,74
32695846,72
32696018,78
32696220,70
32696423,75
32696642,70
32697141,161
32697344,191
32697624,32
32697796,71
32697968,72
32698139,66
32698389,67
32698576,74
32698857,84
32699715,76
32700323,66
32700620,89
32700885,90
32701134,190
32701446,67
32701727,77
32702086,32
32702585,82
32702726,32
32702991,82
32703100,74
32703303,85
32703521,74
32703786,72
32703974,78
32704426,84
32704863,32
32705440,67
32705643,75
32705908,69
32706126,73
32706314,70
32706454,78
32706657,84
32706813,75
32707016,84
32707359,81
32708061,161
32708170,191
32709496,32
32710073,67
32710292,74
32710510,85
32710853,75
32711103,70
32711524,67
32711711,89
32711945,83
32712460,219
32713224,32
32713724,67
32713864,32
32714020,82
